candidate_id,mechanism,exec_tf,pair,variant,trades,gross_expectancy,fee_drag,slippage_drag,funding_drag,net_expectancy,gross_total_R,net_total_R,win_rate,wins,losses,longs,shorts,median_net_R,avg_stop_pct,median_stop_pct,median_stop_bps,cost_per_R,pct_target,pct_stop,unresolved_at_boundary,effective_n,profit_factor,max_dd_R,t_gross,t_net,net_ci_low,net_ci_high,ca_net,cb_net,cb_seed_sd,ca_trades,cb_trades,cb_median_stop_pct,excess_vs_ca,excess_vs_cb,setups_detected,rejected_warmup,rejected_stop_invalid,rejected_no_entry_bar,rejected_outside_split,eligible_setups,skipped_stop,skipped_size,rejected_position_open,trades_entered,reconciled
M2|5m|9/21|s0.00,M2,5,9/21,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",5754,-0.0005213764337851879,-0.2315740334768644,-0.07849967236503878,0.0004423498657992158,-0.31015273240988916,-2.9999999999999716,-1784.6188222865023,0.33315954118873825,1917.0,3837.0,2941.0,2813.0,-1.173277190708799,0.7527776750666391,0.6120641422974314,61.206414229743146,0.309631355976104,33.315954118873826,66.68404588112618,0.0,3634.1,0.645,1785.46,-0.023,-12.632,-0.3472,-0.2699,-3.1157265289792204,-0.5444786295860542,0.07660068901358118,39376,15566,0.6434208787182427,2.8055737965693313,0.23432589717616503,25889,6,0,1,10681,15201,13,0,9434,5754,True
M2|5m|9/21|s0.25,M2,5,9/21,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",2616,0.02981651376146789,-0.24854864786598235,-0.08425377893762113,0.0005493201280196947,-0.30243659291411595,78.0,-791.1741270633273,0.34288990825688076,897.0,1719.0,1295.0,1321.0,-1.1681997949567768,0.7482897102719296,0.5953524386106704,59.535243861067045,0.3322531066755839,34.32721712538226,65.67278287461774,0.0,2097.3,0.654,789.1,1.006,-9.301,-0.362,-0.244,-3.588098722702962,-0.6489884849109329,0.1324393237284604,14384,9551,0.6139271976276548,3.2856621297888458,0.3465518919968169,5736,0,0,0,2300,3436,9,0,811,2616,True
M2|5m|9/21|s0.50,M2,5,9/21,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",70,0.15714285714285714,-0.1803451404815923,-0.061133945925963495,-0.0027433642089610523,-0.08707959347365969,11.0,-6.095571543156178,0.38571428571428573,27.0,43.0,30.0,40.0,-1.1018836558478928,1.1979062584010496,1.0200489416654166,102.00489416654166,0.2442224506165169,38.57142857142858,61.42857142857143,0.0,56.4,0.89,17.67,0.802,-0.446,-0.422,0.2569,-2.5812193331016253,-0.2386065540650441,0.09541820719070344,337,342,1.074069484033554,2.4941397396279656,0.15152696059138443,123,0,0,0,48,75,3,0,2,70,True
M3|5m|9/21|v1.2,M3,5,9/21,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",1013,0.060217176702862786,-0.16793465437273647,-0.056927001482283544,0.0003276502884971983,-0.16431682886366003,61.0,-166.45294763888762,0.35340572556762095,358.0,655.0,521.0,492.0,-1.1111068042577028,1.0711392953575272,0.870017691747324,87.0017691747324,0.22453400556652284,35.3405725567621,64.6594274432379,0.0,729.7,0.793,172.04,1.015,-2.835,-0.2587,-0.0727,-2.647857516326688,-0.5094236559216434,0.1601988870697652,5460,4049,0.90471363405982,2.4835406874630284,0.34510682705798335,2215,0,0,0,925,1290,8,0,269,1013,True
M3|5m|9/21|v1.5,M3,5,9/21,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",217,-0.07373271889400922,-0.11661696965856086,-0.03953117615544435,0.0017090994959837505,-0.22817176521203067,-16.0,-49.51327305101066,0.3087557603686636,67.0,150.0,110.0,107.0,-1.0860493055897562,1.5075169546197635,1.2662526683485356,126.62526683485355,0.15443904631802147,30.87557603686636,69.12442396313364,0.0,156.9,0.713,51.77,-0.649,-2.167,-0.4015,-0.0468,-1.3406037853560058,-0.2859393430998459,0.15841529634495718,1118,970,1.2692839146966375,1.112432020143975,0.05776757788781525,425,0,0,0,172,253,6,0,30,217,True
M4|5m|9/21|d0.25,M4,5,9/21,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",4686,0.04225352112676055,-0.42323843178833354,-0.14347065484350288,-0.00015667718284903488,-0.5246122426879248,197.99999999999994,-2458.332969235616,0.3405889884763124,1596.0,3090.0,2388.0,2298.0,-1.2619874794363355,0.47461446350584235,0.361442490237295,36.14424902372951,0.5668657638146855,34.74178403755869,65.25821596244131,0.0,4032.6,0.486,2456.61,1.825,-20.285,-0.5722,-0.4776,-0.5565583235665822,-1.1384003842800319,0.11245631656893314,23898,16377,0.3746793896771622,0.03194608087865736,0.613788141592107,10953,5,0,0,4559,6389,9,0,1694,4686,True
M4|5m|9/21|d0.5,M4,5,9/21,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",6077,0.02583511601118972,-0.3875375272061196,-0.13136865329021005,0.00011413382839790984,-0.492956930656742,156.99999999999994,-2995.6992676010213,0.33388184959684053,2029.0,4048.0,3109.0,2968.0,-1.2287452531229475,0.5470159428395556,0.4145476494658994,41.45476494658994,0.5187920466679318,34.19450386703966,65.80549613296034,0.0,4486.4,0.509,2994.78,1.204,-19.696,-0.5331,-0.4504,-0.6119567674604374,-0.9614772753321285,0.20231702169765226,33603,18536,0.43423362384897013,0.11899983680369536,0.46852034467538645,18204,7,0,0,7587,10610,13,0,4520,6077,True
M5|5m|9/21,M5,5,9/21,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 60, ""regime_tf_name"": ""1h""}",5627,0.03376577216989516,-0.26067923823632594,-0.088365843469941,-0.0005005128423420934,-0.3157798223787138,190.00000000000006,-1776.8930605250227,0.3445885907232984,1939.0,3688.0,2619.0,3008.0,-1.192907594391307,0.6606481569549332,0.5472213030334233,54.72213030334233,0.349545594548609,34.45885907232984,65.54114092767016,0.0,3353.4,0.644,1777.64,1.358,-11.224,-0.3586,-0.2731,-2.985102043490387,-0.5681347889572548,0.1074803120409286,32324,16806,0.5689300953484613,2.669322221111673,0.25235496657854095,15581,0,0,1,6470,9110,8,0,3475,5627,True
M1|5m|12/26,M1,5,12/26,{},5103,-0.030570252792475015,-0.2291440463711954,-0.0776759479224391,0.0003895325811329974,-0.33700071450497654,-156.0,-1719.7146461188954,0.32275132275132273,1647.0,3456.0,2637.0,2466.0,-1.1695480680035102,0.7825080219439707,0.6288475541139793,62.88475541139793,0.30643046171250155,32.314324906917506,67.6856750930825,0.0,3172.8,0.619,1725.98,-1.23,-12.644,-0.3772,-0.295,-3.0078874881704976,-0.4287012402402553,0.021629132266353025,36816,14083,0.6549172035567806,2.670886773665521,0.09170052573527876,24796,7,0,0,10296,14493,16,0,9374,5103,True
M2|5m|12/26|s0.00,M2,5,12/26,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",4988,-0.0334803528468324,-0.22968860117872722,-0.0778605427724499,0.0003147045872361494,-0.34071479221077333,-167.0,-1699.4853835473375,0.3217722534081796,1605.0,3383.0,2582.0,2406.0,-1.1695399555034613,0.7834842205943551,0.6272677267464329,62.72677267464329,0.30723443936394096,32.21732157177225,67.78267842822775,0.0,3088.8,0.615,1702.5,-1.348,-12.459,-0.3834,-0.2979,-2.950651621469317,-0.49386260036513646,0.10613307854919256,35405,13988,0.6668793095026555,2.609936829258544,0.15314780815436313,21462,7,0,0,8915,12540,16,0,7536,4988,True
M2|5m|12/26|s0.25,M2,5,12/26,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",2896,0.008977900552486194,-0.22736187439457325,-0.07707182182866892,0.00016622244018056636,-0.2952895732305754,26.00000000000002,-855.1586040757464,0.33598066298342544,973.0,1923.0,1451.0,1445.0,-1.1599637443147035,0.8140393568401618,0.6527415506663112,65.27415506663112,0.3042674737830616,33.63259668508287,66.36740331491713,0.0,2085.0,0.659,856.94,0.294,-8.685,-0.3521,-0.2402,-3.3428668776240094,-0.572011122252039,0.16441240831902376,16968,9885,0.6723668869024522,3.047577304393434,0.27672154902146356,7301,1,0,0,2984,4316,10,0,1410,2896,True
M2|5m|12/26|s0.50,M2,5,12/26,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",172,0.18604651162790697,-0.20006505509571354,-0.06781866274430969,0.0005099549495095185,-0.08132725126260672,32.0,-13.988287217168356,0.38953488372093026,67.0,105.0,73.0,99.0,-1.0833981557152614,1.2468169525983217,0.8887269177608905,88.87269177608904,0.2673737628905137,39.53488372093023,60.46511627906976,0.0,151.4,0.894,33.58,1.724,-0.725,-0.2654,0.1349,-6.008244449740782,-0.3319640539069578,0.13274896793702745,860,812,0.9182689024978948,5.926917198478175,0.2506368026443511,325,0,0,0,146,179,2,0,5,172,True
M3|5m|12/26|v1.2,M3,5,12/26,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",905,0.007734806629834238,-0.15987059140539464,-0.05419342081538801,-0.001192489948409403,-0.20752169553935781,6.999999999999986,-187.8071344631188,0.33591160220994476,304.0,601.0,454.0,451.0,-1.1122266091031585,1.1213170462176445,0.9087131545494046,90.87131545494046,0.21525650216919207,33.591160220994475,66.40883977900552,0.0,669.4,0.745,193.62,0.146,-3.278,-0.3093,-0.1062,-2.66050951627255,-0.41627441297499523,0.17663136940442897,4807,3665,0.9219630203566118,2.452987820733192,0.20875271743563742,1918,0,0,0,791,1127,9,0,213,905,True
M3|5m|12/26|v1.5,M3,5,12/26,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",192,-0.125,-0.11538422623055526,-0.03911329702730688,-0.0002637995588393092,-0.27976132281670146,-24.0,-53.71417398080668,0.2916666666666667,56.0,136.0,95.0,97.0,-1.0912054012899577,1.514184419068964,1.3052333427715743,130.52333427715743,0.15476132281670146,29.166666666666668,70.83333333333334,0.0,140.8,0.658,63.61,-1.059,-2.479,-0.4524,-0.0862,-2.052944085328297,-0.1454002804956819,0.10333427543206668,999,869,1.3172956897394748,1.7731827625115955,-0.13436104232101956,381,0,0,0,155,226,8,0,26,192,True
M4|5m|12/26|d0.25,M4,5,12/26,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",3506,0.08071876782658298,-0.4587615713607398,-0.15551239707143721,-0.00031189158752666237,-0.5338670921931207,282.99999999999994,-1871.7380252290811,0.3482601254991443,1221.0,2285.0,1761.0,1745.0,-1.2647916802652213,0.4464064846343436,0.3419282651778667,34.19282651778666,0.6145858600197037,36.02395892755277,63.97604107244723,0.0,3056.8,0.481,1869.15,3.067,-18.515,-0.587,-0.4797,-0.5425822321482437,-1.05651726864183,0.23597190006871593,17206,13514,0.3482458377753391,0.008715139955123075,0.5226501764487094,7273,3,0,0,3055,4215,3,0,706,3506,True
M4|5m|12/26|d0.5,M4,5,12/26,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",4927,0.06860158311345646,-0.43136769696606886,-0.14622633795459963,-0.0002251555145912387,-0.5092176073218033,338.0,-2508.9151512745248,0.34503754820377514,1700.0,3227.0,2523.0,2404.0,-1.2366594827586257,0.5007048976991827,0.3829082270567642,38.29082270567642,0.5778191904352598,35.62005277044855,64.37994722955145,0.0,3430.7,0.501,2507.54,2.76,-16.565,-0.5599,-0.4604,-0.5759833545555259,-1.049524441688948,0.21214938188981397,25282,16559,0.4016818079435534,0.06676574723372253,0.5403068343671447,12326,3,0,0,5187,7136,6,0,2203,4927,True
M5|5m|12/26,M5,5,12/26,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 60, ""regime_tf_name"": ""1h""}",4697,0.030232063018948267,-0.2575576851587227,-0.08730768988431278,-0.00048012287484344734,-0.3151134348989306,142.0,-1480.0878037202772,0.34298488396849053,1611.0,3086.0,2259.0,2438.0,-1.187182614145033,0.6676769975843324,0.5538700345727731,55.38700345727731,0.3453454979178789,34.341068767298275,65.65893123270172,0.0,2843.3,0.642,1481.56,1.1,-11.069,-0.3592,-0.2715,-3.140301082433421,-0.5658312222611904,0.056708277396453455,26748,14700,0.5766621438263355,2.8251876475344906,0.2507177873622598,11944,0,0,0,4986,6958,4,0,2257,4697,True
M1|5m|20/50,M1,5,20/50,{},3092,0.04689521345407503,-0.20628700154044696,-0.06992779713235489,0.00016461191410061793,-0.2291549733046262,145.0,-708.5471774579042,0.3483182406209573,1077.0,2015.0,1563.0,1529.0,-1.1203603787260594,0.9976042268582788,0.7809119887998601,78.09119887998601,0.27605018675870124,34.89650711513583,65.10349288486417,0.0,2396.2,0.726,712.26,1.665,-5.668,-0.3059,-0.1647,-2.5778158463756697,-0.39970372420916594,0.06981901390696275,22375,9391,0.8141529360065397,2.3486608730710437,0.17054875090453975,13828,1,0,0,5693,8134,15,0,5027,3092,True
M2|5m|20/50|s0.00,M2,5,20/50,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",3067,0.04760352135637431,-0.20582967378636258,-0.06977277077503817,0.0002598813730350154,-0.22773904183199148,146.0,-698.4756412987178,0.348549070753179,1069.0,1998.0,1549.0,1518.0,-1.1203750602409643,0.9994479673843889,0.7859193373805899,78.591933738059,0.27534256318836575,34.92011737854581,65.07988262145419,0.0,2400.1,0.728,702.19,1.666,-5.629,-0.3034,-0.1637,-2.5696836157464946,-0.42977881333114976,0.08552721282339278,21967,9304,0.8157473530102988,2.3419445739145033,0.20203977149915828,12758,0,0,0,5229,7529,15,0,4447,3067,True
M2|5m|20/50|s0.25,M2,5,20/50,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",1519,0.05661619486504281,-0.1590952395472447,-0.053930589677032105,-0.0006917669671959953,-0.15710140132642997,86.00000000000003,-238.63702861484714,0.35220539828834757,535.0,984.0,755.0,764.0,-1.10120737327189,1.1662928922956035,0.959412325256512,95.94123252565119,0.2137175961914728,35.22053982883476,64.77946017116524,0.0,1183.9,0.8,239.8,1.358,-3.616,-0.2335,-0.0824,-2.50834284185146,-0.38806678185006704,0.14517744594590284,9074,5532,1.0029905682079716,2.35124144052503,0.23096538052363708,3849,0,0,0,1563,2286,10,0,757,1519,True
M2|5m|20/50|s0.50,M2,5,20/50,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.5}",40,-0.175,-0.16110391631752735,-0.05461149705678894,-0.007993984783436294,-0.39870939815775264,-7.0,-15.948375926310105,0.275,11.0,29.0,13.0,27.0,-1.068436691050685,1.7024034125772507,1.7083258388810334,170.83258388810336,0.22370939815775262,27.500000000000004,72.5,0.0,39.6,0.539,19.05,-1.17,-2.759,-0.6532,-0.0942,-3.753847276075099,-0.32370079609709923,0.27264372686379845,195,195,1.743645017545439,3.3551378779173464,-0.0750086020606534,74,0,0,0,34,40,0,0,0,40,True
M3|5m|20/50|v1.2,M3,5,20/50,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.2, ""baseline_window"": 20}",660,0.06363636363636364,-0.14547160322909752,-0.049312407874270346,-0.00012159382190459966,-0.1312692412889088,42.00000000000001,-86.6376992506798,0.353030303030303,233.0,427.0,296.0,364.0,-1.0927334128437884,1.3412831402264525,1.0812983406991132,108.12983406991134,0.19490560492527245,35.45454545454545,64.54545454545455,0.0,520.7,0.83,94.55,1.118,-2.066,-0.2353,-0.0182,-1.6619374243826335,-0.4189117612543575,0.21641844220396192,3519,2764,1.121826412123605,1.5306681830937248,0.28764251996544865,1451,0,0,0,646,805,9,0,136,660,True
M3|5m|20/50|v1.5,M3,5,20/50,"{""atr_period"": 14, ""atr_ratio_threshold"": 1.5, ""baseline_window"": 20}",149,0.18791946308724833,-0.10490161788684318,-0.035559870470116335,0.00027758590042678024,0.047735560630715594,28.0,7.112598533976623,0.3959731543624161,59.0,90.0,73.0,76.0,-1.0517337472065056,1.8108020742805055,1.543321299638981,154.3321299638981,0.14018390245653276,39.59731543624161,60.40268456375839,0.0,124.9,1.07,20.71,1.311,0.342,-0.2048,0.2886,-0.5500755116673459,-0.16859843304956612,0.21579072177701863,774,678,1.5766701354587336,0.5978110722980615,0.21633399368028172,308,0,0,0,141,167,7,0,11,149,True
M4|5m|20/50|d0.25,M4,5,20/50,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.25}",1561,0.008968609865470925,-0.564114948758059,-0.19122540635866409,-0.0007029191044901025,-0.7470746643557423,14.000000000000114,-1166.1835510593137,0.31518257527226134,492.0,1069.0,769.0,792.0,-1.2976040301329572,0.44301329636256764,0.31652012956964254,31.652012956964256,0.7560432742212133,33.6322869955157,66.3677130044843,0.0,1386.5,0.376,1162.57,0.25,-13.786,-0.849,-0.649,-0.569649950704035,-1.3104123386139126,0.3491522702473663,7559,6816,0.32310303365971704,-0.1774247136517073,0.5633376742581703,2926,0,0,0,1203,1723,0,0,162,1561,True
M4|5m|20/50|d0.5,M4,5,20/50,"{""arm_expiry_bars"": 10, ""atr_period"": 14, ""pullback_atr"": 0.5}",2466,0.04379562043795625,-0.5388806500439366,-0.1826714067945548,-0.00010538211483220711,-0.6778618185153673,108.00000000000011,-1671.6072444588958,0.32684509326845096,806.0,1660.0,1238.0,1228.0,-1.251914138419721,0.4965518447107675,0.3486142656481586,34.861426564815865,0.7216574389533236,34.79318734793188,65.20681265206812,0.0,1904.2,0.413,1670.2,1.306,-12.932,-0.7656,-0.5828,-0.5923663010966376,-1.261990433647429,0.1841494015193996,12055,9900,0.35970461903049383,-0.08549551741872974,0.5841286151320617,5109,0,0,0,2098,3011,1,0,544,2466,True
M5|5m|20/50,M5,5,20/50,"{""regime_fast"": 20, ""regime_slow"": 50, ""regime_tf"": 60, ""regime_tf_name"": ""1h""}",2758,0.03770848440899202,-0.2271315073271298,-0.07699373129733214,-0.0010048205688865189,-0.26742157478435646,104.0,-737.5487032552551,0.345540246555475,953.0,1805.0,1337.0,1421.0,-1.1517818088397107,0.8058168144000556,0.6534194678937719,65.34194678937719,0.30513005919334846,34.59028281363307,65.40971718636693,0.0,1986.9,0.687,736.85,1.288,-8.141,-0.3198,-0.2096,-3.031340442376993,-0.531251761545317,0.030838193986803927,15485,9718,0.6647818445785929,2.7639188675926363,0.2638301867609605,6409,0,0,0,2655,3754,4,0,992,2758,True
M1|5m|50/200,M1,5,50/200,{},1296,0.0810185185185185,-0.25189525648368605,-0.08538822253684271,-0.0008800679214497442,-0.25714502842346,104.99999999999999,-333.2599568368042,0.35262345679012347,457.0,839.0,641.0,655.0,-1.0818161896023053,1.3078651058430144,1.0060674149338666,100.60674149338666,0.33816354694197853,36.03395061728395,63.96604938271605,0.0,1273.4,0.708,343.62,2.257,-4.845,-0.3688,-0.1636,-1.6508962118221646,-0.5520185060721762,0.15148728180073726,8352,4643,1.0284664830119417,1.3937511833987046,0.2948734776487162,4225,1,0,0,1708,2516,44,0,1176,1296,True
M2|5m|50/200|s0.00,M2,5,50/200,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.0}",1285,0.07392996108949415,-0.25271515915443354,-0.0856661556455707,-0.0007583399725501033,-0.2652096936830602,94.99999999999999,-340.79445638273233,0.35019455252918286,450.0,835.0,637.0,648.0,-1.0820962524890483,1.310542859590639,1.0072863987223837,100.72863987223838,0.3391396547725543,35.797665369649806,64.2023346303502,0.0,1258.6,0.7,349.39,2.065,-5.179,-0.367,-0.1697,-1.6468507454478813,-0.5089257306541205,0.2556795298959621,8281,4531,1.034536973171304,1.3816410517648212,0.2437160369710603,4090,1,0,0,1654,2435,44,0,1106,1285,True
M2|5m|50/200|s0.25,M2,5,50/200,"{""atr_period"": 14, ""slope_lookback"": 5, ""slope_threshold"": 0.25}",12,0.25,-0.08331660233256143,-0.028242916044936076,-0.005384296096876739,0.13305618552562573,3.0,1.5966742263075089,0.4166666666666667,5.0,7.0,7.0,5.0,-1.0538706537160452,1.9143353347534364,1.957119244496569,195.7119244496569,0.1169438144743742,41.66666666666667,58.333333333333336,0.0,12.0,1.206,3.26,,,,,-3.0418940156736185,-0.19608448585593957,0.11158460801750063,64,57,1.9480004756054028,3.1749502011992443,0.32914067138156533,30,0,0,0,16,14,1,0,1,12,True
